,guid,tm,router_mac,user_mac,signal,router_id
125055,ff9e9353-4e5f-4fae-8c59-ad059c69a973,2022-12-30 09:56:57.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
125076,9316535c-9dad-46b7-a05c-e2eab77997de,2022-12-30 09:56:53.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
125113,0fe037e6-1649-47e8-b1b3-31a9b1ffb05b,2022-12-30 09:57:04.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
125171,21954029-a03d-4567-b6a6-f67d323e1fc3,2022-12-30 09:57:21.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
125179,48fb6569-735a-47aa-830a-29a54a4cb5af,2022-12-30 09:57:14.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
125190,425a743e-f649-4729-b57d-1ecfcef0c056,2022-12-30 09:57:08.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
125213,4d35c3d7-fd8a-4780-891f-bfa09cfd622f,2022-12-30 09:57:31.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
125273,cdd051b0-0938-4900-b290-4dff207d176f,2022-12-30 09:57:49.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
125274,8d0c9115-eaae-4fb5-86c3-df54eeaea37b,2022-12-30 09:57:40.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
125338,0f9c386a-6632-4afd-9af1-30ea2e7c9f56,2022-12-30 09:56:55.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
125382,30bea5c5-83be-41f7-99ba-2aaea6707296,2022-12-30 09:57:44.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
125438,06c27591-50bd-4466-bb34-35167fe432db,2022-12-30 09:58:05.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
125440,1296cc21-0de5-4143-bb18-67644263869b,2022-12-30 09:57:58.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
125448,93d1881c-c0b3-4637-b8a4-a3d86a83240e,2022-12-30 09:57:48.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-73.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
125551,e48eb762-a8f9-46c0-8dd0-929daf7eddd7,2022-12-30 09:58:22.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-61.0,8a823f01-771f-420e-8971-928cba314a24
125554,6ed0ca75-dd77-472e-8c48-2a749f0fec7b,2022-12-30 09:58:13.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
125661,9eb92d7f-4dfe-4bb9-a725-68f871156f8c,2022-12-30 09:58:48.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
125669,ca745fd0-4584-46f7-9d78-118602f57e41,2022-12-30 09:57:58.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-74.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
125720,940f1cc0-ab2b-4ecd-8f2a-f427e6df4d58,2022-12-30 09:58:48.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
125765,d14191f4-fc76-42b6-ae07-52c2a11a6515,2022-12-30 09:59:06.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
125767,fbcbdf42-dd78-4def-9491-bd5bf318493d,2022-12-30 09:58:55.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
125775,a107cdd3-cbf5-4c4d-927c-c8135de375dc,2022-12-30 09:59:05.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-68.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
125826,8b2df864-7920-4bfd-9acd-4484939817e2,2022-12-30 09:59:05.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
125842,1e07fd16-343e-4848-9b43-97c44479f785,2022-12-30 09:59:14.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-73.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
125874,7096da57-f06b-4b81-a4e7-8260d666575c,2022-12-30 09:59:23.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
125877,80498c08-12a6-4447-a009-dacdf8ae4f87,2022-12-30 09:59:15.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
125945,143d8663-6895-4115-8e8b-b72f38390be4,2022-12-30 09:59:32.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-61.0,8a823f01-771f-420e-8971-928cba314a24
125991,b983c028-077b-430f-b83b-90c2497c8920,2022-12-30 09:59:22.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
126020,09cc9a4e-2b2c-4b69-9399-54828c2eaef4,2022-12-30 09:59:42.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
126022,242c0948-9174-4be8-a2f5-5531d8ee2661,2022-12-30 09:59:33.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
126067,7d742f0d-cecf-4af6-a5cd-e720210ef78c,2022-12-30 09:59:49.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
126075,cff4a98c-7af9-4860-8e0d-21b483873ad4,2022-12-30 09:58:54.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
126169,b21125b1-3836-4e8a-9bc7-6920bd9ed952,2022-12-30 10:00:07.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
126171,c9018a9f-b917-4821-a105-866b3c1bc7be,2022-12-30 09:59:59.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
126183,f633d8c8-d91a-4165-af87-2019f3c00ed1,2022-12-30 09:59:42.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
126217,5afde88d-39c9-4fa7-ae01-f51d25f850d2,2022-12-30 10:00:04.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
126299,d690d5b1-7108-4ba9-ac87-76d676040a84,2022-12-30 10:00:16.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
126302,a1e1cff2-282a-49a6-a8bb-6accd5780332,2022-12-30 10:00:17.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-72.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
126374,00b333b3-5e25-44eb-8c73-28d3c2f47d97,2022-12-30 10:00:23.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
126440,5f944d66-95be-4c50-8988-54c2b24ca0de,2022-12-30 10:00:36.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
126486,08d07d42-211c-428c-8dbf-c41d83529000,2022-12-30 10:00:45.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
126594,628b8012-f8e0-464b-9e23-cbb398b346c5,2022-12-30 10:01:07.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
126598,aeb5494a-d5b4-444c-a5e4-2181bfe7cd5b,2022-12-30 10:00:59.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-61.0,8a823f01-771f-420e-8971-928cba314a24
126617,1a369a40-62c1-4792-8de0-0e6f6772ddfb,2022-12-30 10:01:05.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
126680,eb3823d9-0748-4e10-a209-8f475c0dfaa8,2022-12-30 10:01:24.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
126683,4a59ed53-7775-4528-b1a0-7f9689e1498a,2022-12-30 10:01:15.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
126788,393c5a14-bad9-4141-8523-3eeb8224e1e7,2022-12-30 10:01:41.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
126796,1f2efb77-e124-4da1-8869-0b6135b54911,2022-12-30 10:01:33.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-61.0,8a823f01-771f-420e-8971-928cba314a24
126837,20edda5d-8e47-4005-b284-02d23233ade7,2022-12-30 10:01:50.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
126889,518dcb01-6c58-45c3-b3a2-8d1a0d3d1427,2022-12-30 10:01:00.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
126945,e0de03bd-8d04-48e5-8cb9-2456fb80f8ce,2022-12-30 10:02:08.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
126946,f07d8b23-e093-4849-a118-e87617ccd0f9,2022-12-30 10:01:53.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
126980,87ca095c-e507-4394-959d-288bb864cef5,2022-12-30 10:01:55.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
127018,4c69ca0f-9ac4-460e-80ab-366e2474964f,2022-12-30 10:02:04.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
127076,f8bd0f23-f7b0-46a0-94f8-6016043b302c,2022-12-30 10:02:24.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
127087,608778e5-4095-48f5-9e9b-a6ede0c0ab72,2022-12-30 10:02:17.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
127131,57ec604c-5236-4c4e-ad6e-9f0694fd7283,2022-12-30 10:02:25.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
127167,9bfad3fa-8f6d-4686-9210-c9096d8bfcf6,2022-12-30 10:02:27.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-72.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
127208,456b3151-4298-4e05-a82f-637f8b03cede,2022-12-30 10:02:41.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
127223,9ea25ca4-93da-458c-911a-742e380e97ef,2022-12-30 10:02:33.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
127283,47d6eec6-c44f-4167-9186-ea0820a5e8db,2022-12-30 10:02:50.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
127291,c7ccfc21-6034-4ae7-ab08-dd5414389b24,2022-12-30 10:02:47.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
127326,9c66dd68-5909-46eb-98ad-137f2b1229ad,2022-12-30 10:02:07.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
127356,8841355c-ce77-4188-8004-b828e54b1f63,2022-12-30 10:03:08.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
127357,de020dee-19be-4b49-94c6-62e1652ac0d1,2022-12-30 10:02:53.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
127485,65eb8310-ffad-4235-bae7-5a21fa9aa822,2022-12-30 10:03:19.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
127490,082c7bce-f474-430b-81d7-441487733f21,2022-12-30 10:03:17.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
127543,c4b5fcd9-aed7-485b-8737-f20ed2343311,2022-12-30 10:03:25.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
127606,1b26918a-018b-41fb-a47d-fd123a5d8e8d,2022-12-30 10:03:38.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
127648,681e31a1-bac4-490a-b7bd-4dc67dc969ae,2022-12-30 10:03:45.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
127723,13ba3ef9-e883-45a6-bad6-2e634d7e1008,2022-12-30 10:04:02.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
127733,1f73a633-5869-4e04-baab-c9a608b92e0c,2022-12-30 10:03:07.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-73.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
127734,91295d93-1926-48f4-aa90-7b3f99976a27,2022-12-30 10:03:53.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
127806,0bc14c1c-1e95-4057-8ca1-6d0b39b9c9c0,2022-12-30 10:04:03.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-73.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
127860,0d9d7c9d-6bad-4f0e-a45e-6e630d355e7e,2022-12-30 10:04:09.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
127898,47a9a22f-79ab-4e4b-b744-a575f1ad7fa9,2022-12-30 10:04:21.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
127965,613b3432-982a-42d8-8cdc-f4ac3f859d01,2022-12-30 10:04:29.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
128009,14067d88-0193-4578-a8b3-eb63b2f7f8e4,2022-12-30 10:04:34.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-61.0,8a823f01-771f-420e-8971-928cba314a24
128053,9cfcf42b-8c83-4e26-81a2-485adf128fe5,2022-12-30 10:04:34.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-74.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
128110,538bee1e-835d-4eba-9caa-486b9ca72975,2022-12-30 10:04:42.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-61.0,8a823f01-771f-420e-8971-928cba314a24
128189,b6de8227-cd49-4012-98c9-68ff3275f41f,2022-12-30 10:04:57.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
128297,9257eff4-4b9d-400e-84fb-03391dbdfebe,2022-12-30 10:05:06.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-61.0,8a823f01-771f-420e-8971-928cba314a24
128359,784d2c6e-3559-4b15-8f77-714d8ffb9694,2022-12-30 10:05:19.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
128382,fdf10f35-ad80-4bbf-b026-859ee376c598,2022-12-30 10:05:33.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
128389,3ad0c9b9-f079-4f73-9da6-56d49e780930,2022-12-30 10:05:23.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
128458,75cda24d-b212-45d8-bdcb-ae06509c08c3,2022-12-30 10:05:37.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-73.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
128504,18e83efa-f117-4115-a4fe-f9a173a4d1f9,2022-12-30 10:05:53.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
128639,32d5f8d6-bab4-4672-945a-e3e93875e312,2022-12-30 10:05:06.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-74.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
128692,61b9d87f-4c4b-4c97-a576-aaa40d217f42,2022-12-30 10:06:01.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
128731,9e33dba4-d621-4161-ac7f-a95737e95b19,2022-12-30 10:06:18.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
128797,7e0db1b5-d405-4710-a25e-236e432a9784,2022-12-30 10:06:34.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
128853,4a4986d3-1eed-4ffb-a51a-949a66364738,2022-12-30 10:06:36.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
128859,ce81e2a0-4bc3-46ee-8abf-cf8c42ef1bc6,2022-12-30 10:06:32.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-74.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
128913,aa01756b-6075-4f84-9d83-db9230376dd7,2022-12-30 10:06:51.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
128924,cae17448-1e2c-44a9-aa34-4dbc53495d0c,2022-12-30 10:06:45.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
128952,10d67731-d220-4b97-85d6-d9763ba9b120,2022-12-30 10:06:52.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
128966,41cccb8e-4cd3-4a0a-b42d-7d2ddbfda7bf,2022-12-30 10:07:00.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
129011,8c0b3deb-7ad7-40f2-9d31-b5c8bdfc7819,2022-12-30 10:06:08.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-74.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
129067,fae2bb86-7464-4273-ad59-333476e50774,2022-12-30 10:07:08.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
129070,0f2dac65-b102-4cd3-ba4e-db8d122d7bfc,2022-12-30 10:07:15.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-61.0,8a823f01-771f-420e-8971-928cba314a24
129081,3dd15689-57ee-4ac7-9cb8-061c3d1f3983,2022-12-30 10:07:09.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
129121,2403e153-6c4a-46b9-bcd7-0e24c3656f26,2022-12-30 10:07:14.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-61.0,8a823f01-771f-420e-8971-928cba314a24
129189,9ebf2ba7-9fcd-4385-ac98-56aaf1ffd819,2022-12-30 10:07:27.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
129199,646051c3-c472-45ee-b0b4-6f737568e55a,2022-12-30 10:07:16.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-74.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
129250,d54c3c93-7515-4814-9462-4a70a6f20a4b,2022-12-30 10:07:31.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-60.0,8a823f01-771f-420e-8971-928cba314a24
129305,9ba7104d-ec8b-4a2e-9388-e95dc108a31a,2022-12-30 10:07:46.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
129364,cf4b5379-c70b-46d1-85d5-32aa54dab499,2022-12-30 10:08:02.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
129434,af16da62-b3ca-4f4c-bdb9-230f3517265a,2022-12-30 10:08:15.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
129491,060dbbf1-a9fe-4cee-b773-12ea084e4fef,2022-12-30 10:08:07.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
129583,2ad5dcc3-5918-473d-8511-457f50cad3eb,2022-12-30 10:08:24.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-73.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
129610,db36e2c8-9cd7-447d-8ad6-5d32994ef0a6,2022-12-30 10:08:32.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
129618,2e9cc369-a83a-4f48-8adc-3b9c32ff1de1,2022-12-30 10:08:27.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
129666,556981df-5241-4d05-8d11-38b9164c410f,2022-12-30 10:08:41.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
129697,cf0dabd6-3ab5-4652-acfd-17123dd146f6,2022-12-30 10:08:36.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-70.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
129737,0282793d-9f97-4cb4-8e2a-5960719b41a5,2022-12-30 10:08:51.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
129743,da2fbbb0-ff47-4028-9503-88d85c18fd96,2022-12-30 10:08:43.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
129809,9e8cb2c9-967c-40eb-8b32-b4e23909d9df,2022-12-30 10:08:58.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
129827,a80d0bfe-e576-4593-8bbe-7cfb46f01cf5,2022-12-30 10:08:48.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
129844,657a33f7-c6ac-4c3f-9003-6a71b20f525a,2022-12-30 10:08:17.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-74.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
129868,5c3338ab-7939-4964-8f7f-185af2c58763,2022-12-30 10:09:15.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
129870,49436297-d900-4d35-b3ca-96059defdd90,2022-12-30 10:09:04.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
129928,b0777789-d86d-4ebb-b940-8d8e7319b659,2022-12-30 10:09:14.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
129936,3014a99d-20d9-4e9a-9ff7-dcf13eeff581,2022-12-30 10:09:11.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-70.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
129988,b18bdc07-177a-440c-ab5b-630b222de8cc,2022-12-30 10:09:33.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
129990,9a6ae2b2-a3b7-4f4d-bffe-664940baa40d,2022-12-30 10:09:23.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
130040,6982d934-842f-4ab7-93a8-61f39ff2e3cc,2022-12-30 10:09:26.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
130044,73604990-1d77-4eba-ba98-4492173db577,2022-12-30 10:09:42.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-61.0,8a823f01-771f-420e-8971-928cba314a24
